year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1999,1,0.0,1910.0,9.651675213999999,
2000,2,0.0,3852.0,10.91567203,14.11778686
2001,5,0.4,6505.2,11.39980905,14.89934613
2002,4,0.0,3633.0,11.31267308,14.36255379
2003,4,0.0,3637.0,11.31267308,14.36255379
2004,4,0.0,3637.0,11.31267308,14.36255379
2005,3,0.0,4097.333333,11.51990972,14.36255379
2006,6,0.3333333333333333,5352.0,11.55611388,14.69184174
2007,5,0.4,5975.6,11.72914403,14.69184174
2008,8,0.375,6119.375,11.66626008,14.39492527
2009,6,0.5,5998.833333,12.51059104,15.25992943
2010,10,0.6,7389.3,12.28432323,14.62128754
2011,16,0.375,7042.625,12.66397523,14.95265226
2012,24,0.375,7013.875,12.26954729,14.86692437
2013,25,0.52,7753.72,11.90065866,14.54152991
2014,22,0.5909090909090909,7673.363636,11.60771838,14.16696035
2015,20,0.6,7756.0,11.79774605,14.62334655
2016,18,0.4444444444444444,7947.555556,11.60518963,13.87022279
2017,15,0.6,7879.266667,11.26456863,13.87770149
2018,15,0.6666666666666666,13373.86667,11.85991676,14.51476817
2019,20,0.35,11146.5,11.38049711,15.08962848
