year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2009,2,0.0,5315.0,14.99462783,
2010,2,0.0,5314.5,14.99462783,
2011,5,0.0,5079.2,13.57422069,15.47004243
2012,4,0.0,4039.0,13.91950577,
2013,6,0.3333333333333333,11648.66667,13.85677214,15.81774264
2014,4,0.0,4009.5,13.91950577,
2015,5,0.0,5137.6,13.59633249,15.02112968
2016,5,0.2,4920.4,14.13075435,15.24766489
2017,5,0.2,5408.4,14.26622057,16.61861372
2018,5,0.4,4553.0,12.63838612,14.74345646
2019,4,0.5,5345.5,13.22072204,15.68234931
