year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1999,1,0.0,12078.0,13.24011644,15.20269789
2000,13,0.6153846153846154,6074.923077,11.64717544,14.0988179
2001,14,0.7142857142857143,7424.285714,11.91762324,13.65307661
2002,25,0.56,6097.72,11.91935782,13.8808221
2003,33,0.6060606060606061,7493.0909090000005,12.12329543,13.98683449
2004,34,0.47058823529411764,7237.882353,11.94065241,14.26348609
2005,35,0.5714285714285714,8370.514286,11.99614658,14.02837047
2006,39,0.5897435897435898,8549.25641,12.03027529,14.40149572
2007,40,0.5,7594.2,12.26130018,14.60603834
2008,39,0.5128205128205128,8486.897436,12.73937509,14.90594567
2009,53,0.5849056603773585,9398.45283,12.89338357,15.152061999999999
2010,66,0.5303030303030303,9054.363636,12.92011656,15.12125359
2011,90,0.4666666666666667,9786.266667,12.84043355,15.23720126
2012,96,0.4479166666666667,9727.739583,12.72787019,15.01365559
2013,129,0.4496124031007752,10544.92248,12.77599157,14.89956913
2014,128,0.5,9577.96875,12.97908915,15.03728861
2015,134,0.5298507462686567,10515.94776,12.96801683,14.99723045
2016,128,0.53125,10948.69531,13.03222725,15.06751508
2017,122,0.5327868852459017,14262.459019999998,13.27178415,15.32401044
2018,108,0.5740740740740741,15918.65741,13.31930118,15.4226414
2019,119,0.6554621848739496,19082.4958,13.47438645,15.55644273
